Site,Year,Depth,Coverage,Min Temp,Max Temp,Avg Temp,Med Temp,Prev Coverage
"Comets Hole",2005,3.0,3U,18.963697356630824,24.64822191091954,21.3203952361854,20.480503766835017,4L
"Comets Hole",2006,3.0,3U,18.963697356630824,24.64822191091954,21.3203952361854,20.480503766835017,3U
"Comets Hole",2007,3.0,4L,18.963697356630824,24.64822191091954,21.3203952361854,20.480503766835017,3U
"Comets Hole",2009,3.0,2U,18.963697356630824,24.64822191091954,21.3203952361854,20.480503766835017,2U
"Comets Hole",2010,3.0,1U,18.963697356630824,24.64822191091954,21.3203952361854,20.480503766835017,2U
"Comets Hole",2012,3.0,1U,18.239905577956986,24.64822191091954,21.01710354417993,20.82223772028076,1U
"Comets Hole",2013,3.0,1U,18.401237455197133,24.921037500000004,21.586067954506373,21.33581533266129,1U
"Comets Hole",2014,3.0,2L,18.401237455197133,24.40106272401433,21.55022636838885,21.33581533266129,1U
"Comets Hole",2016,3.0,3L,18.401237455197133,24.40106272401433,21.55022636838885,21.33581533266129,3L
"Comets Hole",2017,3.0,3L,18.401237455197133,24.40106272401433,21.55022636838885,21.33581533266129,3L
"Comets Hole",2018,3.0,3L,18.401237455197133,24.40106272401433,21.449162994204965,21.33581533266129,3L
"Comets Hole",2019,3.0,3U,18.401237455197133,25.44166458333333,21.64859915188976,21.33581533266129,3L
"Comets Hole",2020,3.0,3U,18.401237455197133,25.44166458333333,21.64859915188976,21.33581533266129,3U
"Comets Hole",2021,3.0,4L,18.401237455197133,25.44166458333333,21.64859915188976,21.33581533266129,3U
"Ili",2021,3.0,3L,26.500565277777778,30.260130264336915,28.5586228977192,29.199127753411307,3L
"Bundegi",1998,3.0,3L,21.323695833333336,29.36951841475096,25.615465448862263,25.69903577136929,3L
"Bundegi",2001,3.0,3U,21.323695833333336,29.36951841475096,25.615465448862263,25.69903577136929,3U
"20-104 Reef",1997,3.0,1U,23.46947529121864,29.01965013333333,26.0010782168185,25.830981832810632,1U
"20-104 Reef",1998,3.0,1U,23.46947529121864,29.01965013333333,26.0010782168185,25.830981832810632,1U
"20-104 Reef",1999,3.0,1U,23.46947529121864,29.01965013333333,26.0010782168185,25.830981832810632,1U
"20-104 Reef",2000,3.0,2L,23.46947529121864,29.01965013333333,26.0010782168185,25.830981832810632,1U
"20-104 Reef",2001,3.0,2L,23.46947529121864,29.01965013333333,26.0010782168185,25.830981832810632,2L
"20-104 Reef",2002,3.0,2U,23.46947529121864,29.01965013333333,26.0010782168185,25.830981832810632,2L
"20-104 Reef",2003,3.0,2L,23.46947529121864,29.01965013333333,26.0010782168185,25.830981832810632,2U
"20-104 Reef",2004,3.0,2U,23.46947529121864,29.01965013333333,26.0010782168185,25.830981832810632,2L
"20-104 Reef",2005,3.0,2U,23.46947529121864,29.01965013333333,26.0010782168185,25.830981832810632,2U
"20-104 Reef",2007,3.0,2U,23.46947529121864,29.01965013333333,26.0010782168185,25.830981832810632,2U
"20-104 Reef",2009,3.0,2L,23.46947529121864,29.01965013333333,26.0010782168185,25.830981832810632,2L
"20-104 Reef",2010,3.0,2L,23.46947529121864,29.01965013333333,26.0010782168185,25.830981832810632,2L
"20-104 Reef",2011,3.0,1U,23.46947529121864,29.01965013333333,26.0010782168185,25.830981832810632,2L
"20-104 Reef",2013,3.0,2L,23.46947529121864,29.01965013333333,26.0010782168185,25.830981832810632,2L
"20-104 Reef",2015,3.0,2U,23.46947529121864,29.01965013333333,26.0010782168185,25.830981832810632,2U
"20-104 Reef",2017,3.0,3L,23.46947529121864,29.01965013333333,26.0010782168185,25.830981832810632,3L
"20-104 Reef",2021,3.0,3L,22.58615302419355,28.36061931003584,25.620040942429057,25.769071862305854,3L
"Peart Reef",2006,3.0,1U,24.067912836021502,29.47939580938697,27.294615884218075,27.537733885155312,1U
"Peart Reef",2008,3.0,1U,24.067912836021502,29.47939580938697,27.294615884218075,27.537733885155312,1U
"Peart Reef",2010,3.0,2L,24.067912836021502,29.47939580938697,27.294615884218075,27.537733885155312,2L
"Peart Reef",2012,3.0,1U,24.067912836021502,29.47939580938697,27.294615884218075,27.537733885155312,1U
"Peart Reef",2014,3.0,2U,24.067912836021502,29.47939580938697,27.294615884218075,27.537733885155312,2U
"Peart Reef",2016,3.0,2L,24.067912836021502,29.47939580938697,27.338852394584517,27.537733885155312,2L
"Peart Reef",2018,3.0,1L,23.7755267249104,29.111375645756457,26.43687047458663,26.7591296875,1L
"Peart Reef",2020,3.0,1L,23.96782105734767,29.9100453125,26.793514307266776,26.761065202732972,1L
"John Brewer",1997,3.0,2L,23.774872311827952,28.99953125,26.78819508030088,27.09714290517821,2L
"John Brewer",1998,3.0,3L,23.774872311827952,28.99953125,26.78819508030088,27.09714290517821,2L
"John Brewer",1999,3.0,2L,22.535107816711594,28.99953125,25.937980503566873,25.948978333501465,3L
"John Brewer",2000,3.0,2U,22.70213642473118,28.33958333333333,25.719849225264895,26.162620016966702,2L
"John Brewer",2001,3.0,2L,23.525665322580647,28.77383198924732,26.385165331209663,26.772052846352963,2U
"John Brewer",2002,3.0,1U,23.11347715053764,29.681395833333333,26.29576308190589,26.19906851205821,2L
"John Brewer",2003,3.0,1L,23.66412432795699,28.967055803571427,26.317970109191545,26.03918307571685,1U
"John Brewer",2004,3.0,1L,23.389839583333327,29.187765467625905,26.373372194234708,26.62526560968671,1L
"John Brewer",2005,3.0,1L,24.004316599462367,30.166395833333333,27.114395437239995,27.34147404905914,1L
"John Brewer",2007,3.0,1L,24.004316599462367,30.18781908602151,27.240324536824442,27.34147404905914,1L
"John Brewer",2008,3.0,1L,23.294177688172045,30.18781908602151,27.054508294130827,27.298425561155916,1L
"John Brewer",2009,3.0,1L,23.294177688172045,30.03836122311828,27.183636809544055,27.822700500601485,1L
"John Brewer",2011,3.0,1L,23.294177688172045,30.03836122311828,27.14311539776242,27.822700500601485,1L
"John Brewer",2013,3.0,2L,23.294177688172045,30.03836122311828,27.14311539776242,27.822700500601485,2L
"John Brewer",2015,3.0,3L,23.294177688172045,30.03836122311828,27.14311539776242,27.822700500601485,3L
"John Brewer",2016,3.0,3U,23.294177688172045,30.03836122311828,27.14311539776242,27.822700500601485,3L
"John Brewer",2017,3.0,3L,23.294177688172045,30.03836122311828,27.14311539776242,27.822700500601485,3U
"John Brewer",2019,3.0,2L,23.294177688172045,30.03836122311828,27.14311539776242,27.822700500601485,2L
"John Brewer",2020,3.0,1U,23.294177688172045,30.03836122311828,27.14311539776242,27.822700500601485,2L
"John Brewer",2021,3.0,2U,23.294177688172045,30.03836122311828,27.14311539776242,27.822700500601485,1U
"Ningaloo Reef",1998,3.0,3L,21.105089884259257,26.93218971774193,23.566804814380063,23.303176241039424,3L
"Ningaloo Reef",2001,3.0,3U,21.105089884259257,26.93218971774193,23.566804814380063,23.303176241039424,3U
"Tydeman Cay",1999,3.0,2U,24.596722647849464,28.989961626344087,26.74601348303857,26.81022211081572,2U
"Tydeman Cay",2002,3.0,3L,24.596722647849464,28.989961626344087,26.74601348303857,26.81022211081572,3L
"Tydeman Cay",2005,3.0,2U,24.596722647849464,28.989961626344087,26.74601348303857,26.81022211081572,2U
"Tydeman Cay",2021,3.0,2U,25.27992833781362,29.11895430107527,27.041585748876997,26.890729507873104,2U
"Daydream Island",1997,3.0,1U,22.232970198953662,28.91467524801587,25.586153264634458,25.68561113015233,1U
"Daydream Island",1999,3.0,2L,22.232970198953662,28.91467524801587,25.586153264634458,25.68561113015233,2L
"Daydream Island",2000,3.0,2L,22.232970198953662,28.91467524801587,25.586153264634458,25.68561113015233,2L
"Daydream Island",2001,3.0,2L,22.232970198953662,28.91467524801587,25.586153264634458,25.68561113015233,2L
"Daydream Island",2003,3.0,1U,22.232970198953662,28.91467524801587,25.586153264634458,25.68561113015233,1U
"Daydream Island",2004,3.0,2L,22.232970198953662,28.91467524801587,25.586153264634458,25.68561113015233,1U
"Daydream Island",2013,3.0,1U,22.177023947200706,28.949401512896827,25.677733702593756,26.102991807048987,1U
"Daydream Island",2017,3.0,2L,22.177023947200706,28.54276789874552,25.678083272879817,26.650249962385654,2L
"Daydream Island",2021,3.0,1U,22.177023947200706,28.54276789874552,25.678083272879817,26.650249962385654,1U
"Pelorus Island",1997,3.0,2L,21.361915322580643,29.226237623762376,25.589075080296798,25.888055116224912,2L
"Pelorus Island",1998,3.0,2U,22.95944182918628,30.51011904761905,26.773689360447325,27.35560333240638,2L
"Pelorus Island",2000,3.0,1L,23.0140745967742,28.905694220430103,25.947537493345294,26.55743074519892,1L
"Pelorus Island",2001,3.0,1L,23.0140745967742,28.905694220430103,26.190560513134344,26.584433400537634,1L
"Pelorus Island",2003,3.0,1L,23.0140745967742,29.6636062992126,26.634002674634164,27.35044493237826,1L
"Pelorus Island",2007,3.0,1L,23.0140745967742,29.6636062992126,26.634002674634164,27.35044493237826,1L
"Dip Reef",1997,3.0,1U,24.215756944444447,28.48359595959596,26.42579539529868,26.754686320754715,1U
"Dip Reef",1998,3.0,2L,24.215756944444447,28.48359595959596,26.42579539529868,26.754686320754715,1U
"Dip Reef",1999,3.0,2L,23.366958867161163,28.48359595959596,26.103202477360337,26.209602987421384,2L
"Dip Reef",2000,3.0,2L,23.136190540540543,28.48359595959596,26.107839569660047,26.522021649685787,2L
"Dip Reef",2001,3.0,2L,24.13601478494624,28.721022849462365,26.71757337661272,26.962847493036215,2L
"Dip Reef",2002,3.0,2L,23.94944670698925,29.35003891891892,26.49526948216189,26.38389553315412,2L
"Dip Reef",2003,3.0,2L,24.24834744623656,28.84507433035714,26.454364821035394,26.230480144770347,2L
"Dip Reef",2004,3.0,2L,24.0108125,29.309899425287355,26.491612376728728,26.551301400089606,2L
"Dip Reef",2005,3.0,2L,23.678822580645164,28.928689732142857,26.530932753585045,26.762895138888894,2L
"Dip Reef",2007,3.0,2L,24.63338823924731,29.54249092741936,26.90942493628926,26.74220979278674,2L
"Dip Reef",2011,3.0,1U,23.67216102150537,29.91652184139785,27.024754307369005,27.36918732526882,1U
"Dip Reef",2015,3.0,1U,23.67216102150537,29.91652184139785,27.024754307369005,27.36918732526882,1U
"Dip Reef",2017,3.0,2L,23.67216102150537,29.91652184139785,27.024754307369005,27.36918732526882,2L
"Dip Reef",2019,3.0,1U,23.67216102150537,29.91652184139785,27.024754307369005,27.36918732526882,1U
"Dip Reef",2021,3.0,2L,23.67216102150537,29.91652184139785,27.024754307369005,27.36918732526882,2L
"Florence Bay",1997,3.0,3U,20.991340970350404,29.77940067340068,25.769143947703554,26.375009083187678,3U
"Florence Bay",1998,3.0,2L,22.4974126344086,30.856091180866965,26.683844308357717,27.41040983422939,3U
"Florence Bay",1999,3.0,1L,21.25309811827957,29.7097646267653,25.60998208293341,26.10254524031025,2L
"Florence Bay",2000,3.0,1L,20.46392361111111,29.03539703903096,25.33370497852033,26.237920396505377,1L
"Florence Bay",2001,3.0,1L,21.96615524193548,29.69630867518493,26.121938811831015,26.436780745967745,1L
"Florence Bay",2002,3.0,1L,21.31744690860215,30.27846023166024,26.2097033557901,26.64377552643369,1L
"Florence Bay",2003,3.0,1L,21.805739247311827,29.60878348214285,26.279938416420098,27.037942349910395,1L
"Florence Bay",2005,3.0,1U,22.232151319444444,29.035051221264364,25.766885457937267,26.147809027777775,1U
"Florence Bay",2006,3.0,1L,22.232151319444444,29.035051221264364,25.766885457937267,26.147809027777775,1U
"Florence Bay",2007,3.0,1L,20.31991364247312,29.4096189516129,25.915910769308088,26.413861043906806,1L
"Florence Bay",2008,3.0,1U,21.78144939516129,30.503560013440865,26.3508787344511,26.937994493727594,1L
"Florence Bay",2009,3.0,1L,22.30910362903226,29.203565994623656,26.229357091189232,26.463570411066307,1U
"Florence Bay",2011,3.0,1L,21.087938888888885,29.73298205645161,25.506352368460515,25.83163686305257,1L
"Florence Bay",2013,3.0,1L,20.45001218637993,29.828916475095784,25.312088548343876,25.86948310110514,1L
"Florence Bay",2017,3.0,2U,20.45001218637993,29.828916475095784,25.312088548343876,25.86948310110514,2U
"Sand Bank No7",1999,3.0,2U,24.657562701612907,28.95977128136201,26.77991076588376,26.93803820300014,2U
"Sand Bank No7",2019,3.0,2L,24.15225322580645,28.595981586021505,26.422241342703714,26.60305927942055,2L
"Sand Bank No7",2021,3.0,2U,25.45367999551972,29.122259991039424,27.225704936414598,27.23119051460005,2U
"Double Cone",1997,3.0,1U,21.55339993917275,28.249132886904764,25.189996854442025,25.338659908527482,1U
"Double Cone",1999,3.0,2L,21.55339993917275,28.249132886904764,25.189996854442025,25.338659908527482,2L
"Double Cone",2000,3.0,2L,21.55339993917275,28.249132886904764,25.189996854442025,25.338659908527482,2L
"Double Cone",2001,3.0,2L,21.55339993917275,28.249132886904764,25.189996854442025,25.338659908527482,2L
"Double Cone",2003,3.0,1U,21.55339993917275,28.249132886904764,25.189996854442025,25.338659908527482,1U
"Double Cone",2004,3.0,2L,21.55339993917275,28.249132886904764,25.189996854442025,25.338659908527482,1U
"Double Cone",2013,3.0,1U,21.796233703703702,28.920746899801586,25.549088090353337,26.062627188620077,1U
"Double Cone",2017,3.0,2L,22.103458977532583,29.341530076628352,25.849549737626674,26.56422508811231,2L
"Double Cone",2021,3.0,1U,22.103458977532583,29.341530076628352,25.849549737626674,26.56422508811231,1U
"Seaforth Island",1997,3.0,1U,22.33859719982079,28.823720138888888,25.571192919008467,25.642786351179808,1U
"Seaforth Island",1998,3.0,2L,22.33859719982079,28.823720138888888,25.571192919008467,25.642786351179808,1U
"Seaforth Island",2000,3.0,2L,22.33859719982079,28.823720138888888,25.571192919008467,25.642786351179808,2L
"Seaforth Island",2001,3.0,2L,22.33859719982079,28.823720138888888,25.571192919008467,25.642786351179808,2L
"Seaforth Island",2003,3.0,2L,22.33859719982079,28.823720138888888,25.571192919008467,25.642786351179808,2L
"Seaforth Island",2004,3.0,2L,22.33859719982079,28.823720138888888,25.571192919008467,25.642786351179808,2L
"Seaforth Island",2013,3.0,1U,21.31238798633018,28.19919142025089,25.22551403940122,25.975333576388884,1U
"Seaforth Island",2017,3.0,2L,21.468286290322578,28.97469659498208,25.572433136378308,25.56891651732378,2L
"Seaforth Island",2021,3.0,1U,21.468286290322578,28.97469659498208,25.572433136378308,25.56891651732378,1U
"Wilkie Island",1998,3.0,3L,24.93833978494624,30.003464285714287,27.65214229764059,27.660094467747953,3L
"Wilkie Island",2001,3.0,3U,24.93833978494624,30.003464285714287,27.65214229764059,27.660094467747953,3U
"Middleton Reef",1997,4.0,2L,19.22766438172043,25.2841,21.636409236484468,21.335079534050177,2L
"Middleton Reef",1998,4.0,2U,19.22766438172043,25.2841,21.636409236484468,21.335079534050177,2L
"Middleton Reef",1999,4.0,3U,19.22766438172043,25.2841,21.636409236484468,21.335079534050177,2U
"Middleton Reef",2000,4.0,4L,19.22766438172043,25.2841,21.636409236484468,21.335079534050177,3U
"Middleton Reef",2001,4.0,3U,19.22766438172043,25.2841,21.636409236484468,21.335079534050177,4L
"Middleton Reef",2002,4.0,4L,19.22766438172043,25.2841,21.636409236484468,21.335079534050177,3U
"Middleton Reef",2003,4.0,4L,19.22766438172043,25.2841,21.636409236484468,21.335079534050177,4L
"Middleton Reef",2004,4.0,4L,19.22766438172043,25.2841,21.636409236484468,21.335079534050177,4L
"Middleton Reef",2005,4.0,3U,19.22766438172043,25.2841,21.636409236484468,21.335079534050177,4L
"Middleton Reef",2006,4.0,3U,19.22766438172043,25.2841,21.636409236484468,21.335079534050177,3U
"Middleton Reef",2007,4.0,4L,20.322036760752688,25.505298521505377,22.98153615760398,23.284353540546594,3U
"Middleton Reef",2009,4.0,2U,19.41734704301076,25.00047715053764,22.047947014448926,22.051130516353048,2U
"Middleton Reef",2010,4.0,1U,19.75574583333333,25.741479166666668,22.587928738682823,22.590440361783156,2U
"Middleton Reef",2012,4.0,1U,19.75574583333333,25.741479166666668,22.587928738682823,22.590440361783156,1U
"Middleton Reef",2013,4.0,1U,19.75574583333333,25.741479166666668,22.587928738682823,22.590440361783156,1U
"Middleton Reef",2014,4.0,2L,19.75574583333333,25.741479166666668,22.587928738682823,22.590440361783156,1U
"Middleton Reef",2016,4.0,3L,19.75574583333333,25.741479166666668,22.587928738682823,22.590440361783156,3L
"Middleton Reef",2017,4.0,3L,19.75574583333333,25.741479166666668,22.587928738682823,22.590440361783156,3L
"Middleton Reef",2018,4.0,3L,19.75574583333333,25.741479166666668,22.587928738682823,22.590440361783156,3L
"Middleton Reef",2019,4.0,3U,19.75574583333333,25.741479166666668,22.587928738682823,22.590440361783156,3L
"Middleton Reef",2020,4.0,3U,19.75574583333333,25.741479166666668,22.587928738682823,22.590440361783156,3U
"Middleton Reef",2021,4.0,4L,19.75574583333333,25.741479166666668,22.587928738682823,22.590440361783156,3U
"Elizabeth Reef",1997,4.0,2L,19.17970793010753,25.22414327272727,21.465415263393343,21.08037457437276,2L
"Elizabeth Reef",1998,4.0,2U,19.17970793010753,25.22414327272727,21.465415263393343,21.08037457437276,2L
"Elizabeth Reef",1999,4.0,3U,19.17970793010753,25.22414327272727,21.465415263393343,21.08037457437276,2U
"Elizabeth Reef",2000,4.0,4L,19.17970793010753,25.22414327272727,21.465415263393343,21.08037457437276,3U
"Elizabeth Reef",2001,4.0,3U,19.17970793010753,25.22414327272727,21.465415263393343,21.08037457437276,4L
"Elizabeth Reef",2002,4.0,4L,19.17970793010753,25.22414327272727,21.465415263393343,21.08037457437276,3U
"Elizabeth Reef",2003,4.0,4L,19.17970793010753,25.22414327272727,21.465415263393343,21.08037457437276,4L
"Elizabeth Reef",2004,4.0,4L,19.17970793010753,25.22414327272727,21.465415263393343,21.08037457437276,4L
"Elizabeth Reef",2005,4.0,3U,19.17970793010753,25.22414327272727,21.465415263393343,21.08037457437276,4L
"Elizabeth Reef",2006,4.0,3U,19.17970793010753,25.22414327272727,21.465415263393343,21.08037457437276,3U
"Elizabeth Reef",2007,4.0,4L,19.102882594086022,24.42549577142857,21.846317601808114,21.903079142025092,3U
"Elizabeth Reef",2009,4.0,2U,18.82695911738352,24.454670557156582,21.455571953995065,21.392232358870967,2U
"Elizabeth Reef",2010,4.0,1U,18.82695911738352,24.454670557156582,21.455571953995065,21.392232358870967,2U
"Elizabeth Reef",2012,4.0,1U,18.567077665770608,24.385177394636017,21.397243699528108,21.16859191942951,1U
"Elizabeth Reef",2013,4.0,1U,19.258098790322578,24.38059271953405,21.559787084262283,21.233719150238947,1U
"Elizabeth Reef",2014,4.0,2L,19.258098790322578,23.44196840277778,21.37556384551323,21.233719150238947,1U
"Elizabeth Reef",2016,4.0,3L,19.258098790322578,23.44196840277778,21.37556384551323,21.233719150238947,3L
"Elizabeth Reef",2017,4.0,3L,19.258098790322578,23.44196840277778,21.37556384551323,21.233719150238947,3L
"Elizabeth Reef",2018,4.0,3L,19.258098790322578,23.44196840277778,21.37556384551323,21.233719150238947,3L
"Elizabeth Reef",2019,4.0,3U,19.258098790322578,23.44196840277778,21.37556384551323,21.233719150238947,3L
"Elizabeth Reef",2020,4.0,3U,19.258098790322578,23.44196840277778,21.37556384551323,21.233719150238947,3U
"Elizabeth Reef",2021,4.0,4L,19.258098790322578,23.44196840277778,21.37556384551323,21.233719150238947,3U
"High Island",1999,4.0,1U,22.2546126344086,30.533880580357145,26.707881290743888,27.49773160170251,1U
"High Island",2002,4.0,1L,22.2546126344086,30.533880580357145,26.707881290743888,27.49773160170251,1L
"High Island",2005,4.0,2L,22.2546126344086,30.533880580357145,26.707881290743888,27.49773160170251,2L
"High Island",2007,4.0,1U,21.388827889784945,29.15352020833333,25.974692896718725,26.197885271057352,1U
"High Island",2013,4.0,1U,23.253779984798584,29.789825873655914,26.94872577854586,27.318374193548387,1U
"North Keppel Island",2006,4.0,2L,20.219687096774194,27.915863463261648,24.300364959582527,24.650290093712663,2L
"North Keppel Island",2008,4.0,2L,20.219687096774194,27.915863463261648,24.300364959582527,24.650290093712663,2L
"North Keppel Island",2010,4.0,2L,20.239061178315414,27.915863463261648,23.98785713566266,23.93130702620968,2L
"North Keppel Island",2012,4.0,2L,18.975508042114697,28.07889932950192,23.626684921412593,23.741144787559737,2L
"North Keppel Island",2014,4.0,2L,18.975508042114697,27.22063268369176,24.148334623589914,25.542330005482455,2L
"North Keppel Island",2020,4.0,3L,18.975508042114697,27.22063268369176,24.148334623589914,25.542330005482455,3L
"North Keppel Island",2021,4.0,2U,18.975508042114697,27.22063268369176,24.148334623589914,25.542330005482455,3L
"Humpy Island",2006,4.0,2L,18.56395228494624,26.94195362903226,23.56702680463644,24.376239695615418,2L
"Humpy Island",2008,4.0,2L,18.74773970588236,27.767591599462364,23.88035316848315,24.37388050963262,2L
"Humpy Island",2010,4.0,2L,20.350444534050183,27.83132352150537,23.980685754767393,23.83968297586496,2L
"Humpy Island",2012,4.0,2L,20.01106090949821,27.91407686781609,24.231792994270666,24.696337937948027,2L
"Humpy Island",2014,4.0,2L,19.23010098566308,27.31230853494624,23.72253166207646,24.595401701529404,2L
"Humpy Island",2020,4.0,3L,19.654018772401432,27.82714971264368,24.23969279165898,25.145737102338735,3L
"Humpy Island",2021,4.0,2U,19.654018772401432,27.82714971264368,24.23969279165898,25.145737102338735,3L
"Barren Island",2006,4.0,2L,20.54607251344086,29.32077688172043,24.321053563929993,24.112169735460707,2L
"Barren Island",2008,4.0,2L,18.957726724137927,27.736181518817205,23.84104000761361,24.39681887207275,2L
"Barren Island",2010,4.0,2L,19.266927889784945,27.65476111111111,23.43980097323431,23.689124310035844,2L
"Barren Island",2012,4.0,2L,19.266927889784945,27.65476111111111,23.60925194620842,24.393800150966186,2L
"Barren Island",2014,4.0,2L,19.266927889784945,27.65476111111111,23.60925194620842,24.393800150966186,2L
"Barren Island",2020,4.0,3L,19.266927889784945,27.65476111111111,23.60925194620842,24.393800150966186,3L
"Barren Island",2021,4.0,2U,19.266927889784945,27.65476111111111,23.60925194620842,24.393800150966186,3L
"Northeast Reef",1997,4.0,2L,22.03115295735901,29.7219501344086,26.60647810085975,27.030694616935484,2L
"Northeast Reef",1998,4.0,2U,22.03115295735901,29.7219501344086,26.60647810085975,27.030694616935484,2L
"Northeast Reef",2000,4.0,1L,22.03115295735901,29.7219501344086,26.60647810085975,27.030694616935484,1L
"Northeast Reef",2001,4.0,1L,22.03115295735901,29.7219501344086,26.60647810085975,27.030694616935484,1L
"Northeast Reef",2003,4.0,1L,22.03115295735901,29.7219501344086,26.60647810085975,27.030694616935484,1L
"Northeast Reef",2007,4.0,1L,22.03115295735901,29.7219501344086,26.60647810085975,27.030694616935484,1L
"Pelican Island",2006,4.0,2L,19.57860725806452,28.955604166666667,24.04548219771169,24.063450022401433,2L
"Pelican Island",2008,4.0,2L,19.50601137992832,27.85770400985664,24.187414386838615,24.718193564068102,2L
"Pelican Island",2010,4.0,2L,19.90049327956989,27.85770400985664,23.815659056098834,23.997464690486858,2L
"Pelican Island",2012,4.0,2L,18.49611924283154,28.32001834291188,23.664079608068914,24.069321212664278,2L
"Pelican Island",2014,4.0,2L,18.380365322580648,28.816474865591395,24.142867146000466,24.671351988500597,2L
"Pelican Island",2020,4.0,3L,21.003373333333336,28.315803225806444,24.750319043827844,25.33041956989247,3L
"Pelican Island",2021,4.0,2U,21.003373333333336,28.315803225806444,24.750319043827844,25.33041956989247,3L
"Sylphs Hole",1997,4.0,2L,17.54364036391594,25.986366868279568,21.41643761560333,20.98835345060273,2L
"Sylphs Hole",1998,4.0,2U,17.54364036391594,25.986366868279568,21.41643761560333,20.98835345060273,2L
"Sylphs Hole",1999,4.0,3U,17.54364036391594,25.986366868279568,21.41643761560333,20.98835345060273,2U
"Sylphs Hole",2000,4.0,4L,17.54364036391594,25.986366868279568,21.41643761560333,20.98835345060273,3U
"Sylphs Hole",2001,4.0,3U,17.54364036391594,25.986366868279568,21.41643761560333,20.98835345060273,4L
"Sylphs Hole",2002,4.0,4L,17.54364036391594,25.986366868279568,21.41643761560333,20.98835345060273,3U
"Sylphs Hole",2003,4.0,4L,17.54364036391594,25.986366868279568,21.41643761560333,20.98835345060273,4L
"Sylphs Hole",2004,4.0,4L,17.54364036391594,25.986366868279568,21.41643761560333,20.98835345060273,4L
"Sylphs Hole",2005,4.0,3U,17.54364036391594,25.986366868279568,21.41643761560333,20.98835345060273,4L
"Sylphs Hole",2006,4.0,3U,17.54364036391594,25.986366868279568,21.41643761560333,20.98835345060273,3U
"Sylphs Hole",2007,4.0,4L,17.54364036391594,25.986366868279568,21.41643761560333,20.98835345060273,3U
"Sylphs Hole",2009,4.0,2U,17.54364036391594,25.986366868279568,21.41643761560333,20.98835345060273,2U
"Sylphs Hole",2010,4.0,1U,17.964138570147917,25.986366868279568,21.365567281838636,20.18562056862306,2U
"Sylphs Hole",2012,4.0,1U,17.49643279490945,24.789819228927204,20.67420498969621,20.432989993652924,1U
"Sylphs Hole",2013,4.0,1U,17.632960054719565,24.75401471774194,21.15055145096255,21.013120191158905,1U
"Sylphs Hole",2014,4.0,2L,17.632960054719565,24.607266893039053,21.2073487601678,21.013120191158905,1U
"Sylphs Hole",2016,4.0,3L,17.632960054719565,24.607266893039053,21.2073487601678,21.013120191158905,3L
"Sylphs Hole",2017,4.0,3L,17.632960054719565,24.607266893039053,21.2073487601678,21.013120191158905,3L
"Sylphs Hole",2018,4.0,3L,17.632960054719565,24.514219802867384,21.077271620634377,21.013120191158905,3L
"Sylphs Hole",2019,4.0,3U,17.632960054719565,25.72807508960573,21.307466455589957,21.013120191158905,3L
"Sylphs Hole",2020,4.0,3U,17.632960054719565,25.72807508960573,21.307466455589957,21.013120191158905,3U
"Sylphs Hole",2021,4.0,4L,17.632960054719565,25.72807508960573,21.307466455589957,21.013120191158905,3U
"Holmes Reef",1998,4.0,2L,24.90287571684588,29.36649215949821,27.123479663471304,27.087122033303466,2L
"Holmes Reef",2002,4.0,2U,24.90287571684588,29.36649215949821,27.123479663471304,27.087122033303466,2U
"Holmes Reef",2007,4.0,1U,24.90287571684588,29.36649215949821,27.123479663471304,27.087122033303466,1U
"Holmes Reef",2009,4.0,2L,24.90287571684588,29.0879979390681,26.948824039232587,26.56469955458604,2L
"Ashmore",1998,4.0,3U,26.79187972670251,30.282153645833333,28.612041507087568,28.53297482078853,3U
"Ashmore",2003,4.0,4U,26.79187972670251,30.282153645833333,28.612041507087568,28.53297482078853,4U
"Imperieuse Reef",1998,4.0,3U,25.851225555555555,29.46096969086021,28.00747176831561,28.536919557139377,3U
"Imperieuse Reef",2003,4.0,4U,25.851225555555555,29.46096969086021,28.00747176831561,28.536919557139377,4U
"Ili",2021,4.0,3L,26.33347094907408,30.42590087365592,28.32823766345361,28.224366199002727,3L
"Woiz Reef",2021,4.0,1U,26.181544328703705,30.279544578853045,28.155873662398843,28.412172973870327,1U
"Coral Bay",1998,4.0,3L,22.124281989247308,28.35352426075269,24.756632507107213,24.133193868634258,3L
"Coral Bay",2001,4.0,3U,22.124281989247308,28.35352426075269,24.756632507107213,24.133193868634258,3U
"Tern Reef",2006,4.0,3L,22.774595676523298,28.914617931547618,26.174695005965514,26.48082158116786,3L
"Tern Reef",2008,4.0,3U,22.774595676523298,28.914617931547618,26.174695005965514,26.48082158116786,3U
"Tern Reef",2010,4.0,2U,22.774595676523298,28.914617931547618,26.174695005965514,26.48082158116786,2U
"Tern Reef",2012,4.0,2L,22.774595676523298,28.914617931547618,26.174695005965514,26.48082158116786,2L
"Tern Reef",2014,4.0,2L,22.774595676523298,28.914617931547618,26.174695005965514,26.48082158116786,2L
"Tern Reef",2018,4.0,2U,22.29680456989248,28.14685683243728,25.44751133102912,25.734815275910993,2U
"Tern Reef",2020,4.0,2L,22.26223326612904,29.47006173371648,25.707485798847145,25.80739967331243,2L
"Myrmidon Reef",1997,4.0,2L,23.199489247311824,29.497321428571425,26.292401048441164,25.944921401515153,2L
