Site,Year,Depth,Coverage,Min Temp,Max Temp,Avg Temp,Med Temp,Prev Coverage
"Kelso Reef",2020,2.0,3L,23.10906137992832,29.451951125478928,26.145457332559044,26.239005779538342,3L
"Kelso Reef",2021,2.0,2L,23.10906137992832,29.451951125478928,26.145457332559044,26.239005779538342,3L
"Hayman Island",1997,2.0,2L,21.58817204301075,28.505697240865025,25.3420751697906,25.60632775673401,2L
"Hayman Island",1998,2.0,2L,23.002237903225808,29.74733630952381,26.33600673113338,26.66983650262177,2L
"Hayman Island",1999,2.0,2L,21.191095430107527,28.814501488095235,25.208440253859127,25.23049605843234,2L
"Hayman Island",2000,2.0,2U,21.56194556451613,27.55162634408602,24.925848714909733,25.336693985215057,2L
"Hayman Island",2001,2.0,2L,22.498416946872897,28.501819220430104,25.760404031133536,26.3137112049802,2U
"Hayman Island",2003,2.0,2U,21.9515928667564,28.854740327380952,25.915943915011784,26.375919769786734,2U
"Hayman Island",2004,2.0,2U,21.9515928667564,28.854740327380952,25.915943915011784,26.375919769786734,2U
"Hayman Island",2013,2.0,2L,22.839206698028672,28.347087301587305,25.833817536788803,25.666198191457585,2L
"Hayman Island",2017,2.0,2U,22.839206698028672,28.347087301587305,25.833817536788803,25.666198191457585,2U
"Hayman Island",2021,2.0,1L,22.839206698028672,28.347087301587305,25.833817536788803,25.666198191457585,1L
"Daydream Island",1997,2.0,1U,22.38285883388769,28.644628673835125,25.57292408726964,25.91672304659498,1U
"Daydream Island",1999,2.0,2L,22.38285883388769,28.644628673835125,25.57292408726964,25.91672304659498,2L
"Daydream Island",2000,2.0,2L,22.38285883388769,28.644628673835125,25.57292408726964,25.91672304659498,2L
"Daydream Island",2001,2.0,2L,22.38285883388769,28.644628673835125,25.57292408726964,25.91672304659498,2L
"Daydream Island",2003,2.0,1U,22.38285883388769,28.644628673835125,25.57292408726964,25.91672304659498,1U
"Daydream Island",2004,2.0,2L,22.38285883388769,28.644628673835125,25.57292408726964,25.91672304659498,1U
"Daydream Island",2013,2.0,1U,22.38285883388769,28.644628673835125,25.57292408726964,25.91672304659498,1U
"Daydream Island",2017,2.0,2L,22.38285883388769,28.644628673835125,25.57292408726964,25.91672304659498,2L
"Daydream Island",2021,2.0,1U,21.80036601702509,28.40567626488095,25.41261552679194,25.710018491636795,1U
"Pelorus Island",1997,2.0,2L,23.02705734972677,29.36298481182796,26.140400940421273,26.351502094534055,2L
"Pelorus Island",1998,2.0,2U,23.02705734972677,29.36298481182796,26.140400940421273,26.351502094534055,2L
"Pelorus Island",2000,2.0,1L,23.02705734972677,29.36298481182796,26.140400940421273,26.351502094534055,1L
"Pelorus Island",2001,2.0,1L,23.02705734972677,29.36298481182796,26.140400940421273,26.351502094534055,1L
"Pelorus Island",2003,2.0,1L,23.02705734972677,29.36298481182796,26.140400940421273,26.351502094534055,1L
"Pelorus Island",2007,2.0,1L,23.02705734972677,29.36298481182796,26.140400940421273,26.351502094534055,1L
"Halfway Island",2006,2.0,2L,20.869168951612902,30.10287701612903,25.376030387762597,25.513805369623654,2L
"Halfway Island",2008,2.0,2L,18.59661115591398,28.07375833333333,23.728284929728158,23.687097396930213,2L
"Halfway Island",2010,2.0,2L,20.32321406810036,27.90372455197133,23.846517378658902,23.981087096400834,2L
"Halfway Island",2012,2.0,2L,19.95217813028765,27.78969471326165,23.84517614382048,23.845487991338118,2L
"Halfway Island",2014,2.0,2L,20.28760338261649,27.78969471326165,23.875495254943853,23.845487991338118,2L
"Halfway Island",2020,2.0,3L,20.28760338261649,27.78969471326165,23.875495254943853,23.845487991338118,3L
"Halfway Island",2021,2.0,2U,20.28760338261649,27.78969471326165,23.875495254943853,23.845487991338118,3L
"East Cay",1997,2.0,2L,22.1877620967742,27.68030505952381,24.94133297760747,24.84252275065361,2L
"East Cay",1998,2.0,2L,23.23590053763441,28.28946428571428,25.73980536176694,25.870848670928666,2L
"East Cay",1999,2.0,2U,22.14724462365592,28.02002976190476,25.09567075339579,24.911943164997027,2L
"East Cay",2000,2.0,2U,21.81084677419355,26.86618279569893,24.751008979949432,25.16464346998208,2U
"East Cay",2001,2.0,2U,22.63428125,27.886911290322583,25.33576573812245,25.688446667985502,2U
"East Cay",2002,2.0,2L,22.17486859838275,28.791590029761903,25.33460861146956,25.170130909448396,2U
"East Cay",2003,2.0,2U,22.150096635262454,27.62908077786088,25.221173026511085,25.19738326612903,2L
"East Cay",2004,2.0,2L,22.150096635262454,28.436220545977008,25.426019624979872,25.432067935940353,2U
"East Cay",2005,2.0,2U,22.150096635262454,27.83766860551827,25.34795802902657,25.54392528499252,2L
"East Cay",2006,2.0,3L,22.12875628782784,28.183816307277628,25.06434128263916,24.821924590638154,2U
"East Cay",2007,2.0,3L,22.9893660005259,28.080518548387097,25.510305629807686,25.48413459565412,3L
"East Cay",2008,2.0,2U,22.9893660005259,28.080518548387097,25.510305629807686,25.48413459565412,3L
"East Cay",2009,2.0,3L,22.9893660005259,28.080518548387097,25.510305629807686,25.48413459565412,2U
"East Cay",2010,2.0,3L,22.9893660005259,28.080518548387097,25.510305629807686,25.48413459565412,3L
"East Cay",2011,2.0,1U,22.9893660005259,28.080518548387097,25.510305629807686,25.48413459565412,3L
"East Cay",2012,2.0,2L,22.9893660005259,28.080518548387097,25.510305629807686,25.48413459565412,1U
"East Cay",2013,2.0,2U,22.9893660005259,28.080518548387097,25.510305629807686,25.48413459565412,2L
"East Cay",2014,2.0,2U,22.9893660005259,28.080518548387097,25.510305629807686,25.48413459565412,2U
"East Cay",2015,2.0,2L,23.05001193996416,28.080518548387097,25.55175874560416,25.56732908639486,2U
"East Cay",2016,2.0,2U,23.027434565412182,28.02186977969349,25.78967355376859,25.95865870818399,2L
"East Cay",2017,2.0,3L,23.52967495519713,28.44283691756272,25.7331491444226,25.359318613351256,2U
"East Cay",2018,2.0,2U,22.77301319444444,27.758847147817463,25.41994786134765,25.566208944145757,3L
"East Cay",2021,2.0,4L,22.86292977150537,27.859548313492063,25.589147108370213,25.866127974537036,4L
"Turner Cay",1997,2.0,3L,21.909932705248988,27.534485842026825,24.755797664037818,24.689309376925852,3L
"Turner Cay",1998,2.0,3L,22.62803091397849,28.115122859270286,25.353746002281014,25.03283186843059,3L
"Turner Cay",1999,2.0,3U,22.62803091397849,28.115122859270286,25.228538902620944,25.03283186843059,3L
"Turner Cay",2000,2.0,3U,21.80672043010753,26.73157327586207,24.5638937967984,24.858403080197135,3U
"Turner Cay",2001,2.0,3U,22.19702152777778,27.63714583333333,25.10271945124488,25.404366980286742,3U
"Turner Cay",2002,2.0,2L,22.10672043010753,28.60933184523809,25.175733630756728,25.05881737231183,3U
"Turner Cay",2003,2.0,1U,22.309846774193552,27.29118898809524,25.1178255244254,25.216428208956394,2L
"Turner Cay",2004,2.0,1L,22.00481951547779,27.60284847356664,25.011284806541454,25.220926354101696,1U
"Turner Cay",2005,2.0,1L,22.00481951547779,27.60284847356664,25.092385553904254,25.31473218320062,1L
"Turner Cay",2006,2.0,1L,21.903478749159383,28.06691034996277,24.94105361708273,24.594029276771234,1L
"Turner Cay",2007,2.0,1U,21.903478749159383,28.06691034996277,24.94105361708273,24.594029276771234,1L
"Turner Cay",2008,2.0,1U,21.903478749159383,28.06691034996277,24.94105361708273,24.594029276771234,1U
"Turner Cay",2009,2.0,2L,21.903478749159383,28.06691034996277,24.94105361708273,24.594029276771234,1U
"Turner Cay",2011,2.0,1U,21.903478749159383,28.06691034996277,24.94105361708273,24.594029276771234,1U
"Turner Cay",2013,2.0,2L,21.903478749159383,28.06691034996277,24.94105361708273,24.594029276771234,2L
"Turner Cay",2015,2.0,3L,21.903478749159383,28.06691034996277,24.94105361708273,24.594029276771234,3L
"Turner Cay",2017,2.0,3U,21.903478749159383,28.06691034996277,24.94105361708273,24.594029276771234,3U
"Turner Cay",2019,2.0,1L,21.903478749159383,28.06691034996277,24.94105361708273,24.594029276771234,1L
"Turner Cay",2021,2.0,1L,21.903478749159383,28.06691034996277,24.94105361708273,24.594029276771234,1L
"Wallace Islet",2020,2.0,1U,24.411749215949825,29.9357876344086,27.218180225781158,26.824315884192472,1U
"Wallace Islet",2021,2.0,2L,24.411749215949825,29.9357876344086,27.218180225781158,26.824315884192472,1U
"Geoffrey Bay",1997,2.0,3U,21.154307795698926,30.21075420875421,25.990807845851663,26.64751137681618,3U
"Geoffrey Bay",1998,2.0,2L,22.272694892473123,31.14855702094648,26.784153684322337,27.67464194023569,3U
"Geoffrey Bay",1999,2.0,1L,20.39653125,29.83542296072508,25.49908355092747,26.395644388440857,2L
"Geoffrey Bay",2000,2.0,1L,20.39653125,28.436488888888885,25.38250571160778,26.395644388440857,1L
"Geoffrey Bay",2001,2.0,1L,22.1388802153432,30.20052696245733,26.34937475242354,26.765862029787144,1L
"Geoffrey Bay",2002,2.0,1L,20.750191532258064,30.67545875937287,25.87240526417126,26.164201668906813,1L
"Geoffrey Bay",2003,2.0,1L,21.8316686827957,29.67084151785714,26.288934704221074,27.14351247759857,1L
"Geoffrey Bay",2005,2.0,1U,22.311332930107525,31.366917713853145,27.3627586588713,28.269708950492834,1U
"Geoffrey Bay",2006,2.0,1L,21.910070362903223,30.76380015003751,26.301761733119907,26.55956805443548,1U
"Geoffrey Bay",2007,2.0,1L,20.11649247311828,29.36382842741936,25.910767681445638,26.441904127464163,1L
"Geoffrey Bay",2008,2.0,1U,22.21904495967741,29.396284206989247,26.161132390832133,26.53549281025986,1L
"Geoffrey Bay",2009,2.0,1L,22.21904495967741,29.103244220430103,26.24219935214793,26.53549281025986,1U
"Geoffrey Bay",2011,2.0,1L,21.173055600358424,29.763705376344088,25.856708593054048,26.88743669317503,1L
"Geoffrey Bay",2013,2.0,1L,22.42160231481482,30.24362896825397,26.947952316238418,27.120090698310815,1L
"Geoffrey Bay",2017,2.0,2U,22.42160231481482,30.24362896825397,26.733044949688665,27.189281177701496,2U
"Nelly Bay",1997,2.0,3U,21.792545454545458,30.487500000000004,26.707254164016685,27.266843133960574,3U
"Nelly Bay",1998,2.0,2L,21.792545454545458,31.36376712328768,26.36271069910767,26.874032717293908,3U
"Nelly Bay",1999,2.0,1L,21.415042424242426,29.5085688844086,25.80857379061239,26.318734122108204,2L
"Nelly Bay",2000,2.0,1L,20.29248055555556,29.5085688844086,25.55040221984923,26.493666980286736,1L
"Nelly Bay",2001,2.0,1L,22.62700454132607,29.952402529761905,26.55294660136749,27.17382806038048,1L
"Nelly Bay",2002,2.0,1L,20.83915860215054,29.977773152965664,25.744472940233013,26.324024742383514,1L
"Nelly Bay",2003,2.0,1L,22.012969086021503,29.882765625,26.468149021284503,27.359720194892475,1L
"Nelly Bay",2005,2.0,1U,22.27804872311828,31.49740141896938,27.376467382039042,28.207504286514336,1U
"Nelly Bay",2006,2.0,1L,20.286802889784944,29.5268123655914,26.146307785049434,26.72150092517921,1U
"Nelly Bay",2007,2.0,1L,20.286802889784944,29.5268123655914,26.146307785049434,26.72150092517921,1L
"Nelly Bay",2008,2.0,1U,22.297168145161287,31.45099924190214,26.79472611591949,27.413100069444447,1L
"Nelly Bay",2009,2.0,1L,22.291590389784947,29.718552620967746,26.46774385887461,26.76826442988351,1U
"Nelly Bay",2011,2.0,1L,21.35667202060932,29.91981883960573,25.762659314473524,26.38226222296894,1L
"Nelly Bay",2013,2.0,1L,21.1150184811828,30.52573093869732,26.073625672885058,26.637495038455796,1L
"Nelly Bay",2017,2.0,2U,21.1150184811828,30.52573093869732,26.073625672885058,26.637495038455796,2U
"Moore Reef",1997,2.0,2L,24.4144690860215,29.48426339285714,26.8371452488938,26.780786514336917,2L
"Moore Reef",2000,2.0,1U,23.6879247311828,28.90649865591397,26.59539821302401,26.89931480728536,1U
"Moore Reef",2006,2.0,1U,23.78733429577465,29.13583995535714,26.65139409156919,26.5644171166698,1U
"Moore Reef",2007,2.0,1U,24.41765463709677,30.13287836021505,27.39236868859607,27.642735067204303,1U
"Moore Reef",2010,2.0,2L,24.820512343189964,29.681398563218394,27.46795797467141,27.601239060633215,2L
"Moore Reef",2012,2.0,1U,24.820512343189964,29.681398563218394,27.46795797467141,27.601239060633215,1U
"Moore Reef",2014,2.0,1U,24.820512343189964,29.681398563218394,27.46795797467141,27.601239060633215,1U
"Moore Reef",2016,2.0,2L,24.820512343189964,29.681398563218394,27.50220959937911,27.601239060633215,2L
"Moore Reef",2018,2.0,1L,24.18769865740741,29.048777628968253,26.61161499649756,26.70308631608423,1L
"Moore Reef",2020,2.0,1L,23.44724861111111,29.93707076648841,26.478907515897628,26.451696076015534,1L
"Moore Reef",2021,2.0,1U,23.44724861111111,29.93707076648841,26.478907515897628,26.451696076015534,1L
"Arlington Reef",2006,2.0,1U,23.25130875,29.419281696428573,26.25499856804169,26.18922311827957,1U
"Arlington Reef",2008,2.0,1U,23.88174502688172,30.789032459677426,27.30873038829618,27.27917498207885,1U
"Arlington Reef",2010,2.0,2L,22.962422244623653,29.38730462164751,26.345700407396805,26.268917771430704,2L
"Arlington Reef",2012,2.0,1U,22.962422244623653,29.38730462164751,26.261731095013786,26.268917771430704,1U
"Arlington Reef",2014,2.0,2L,23.801951712962964,28.55848980734768,26.716081308462275,27.13187517682696,2L
"Arlington Reef",2016,2.0,2L,23.801951712962964,29.89032950191571,27.12926112104776,27.382627746096915,2L
"Arlington Reef",2017,2.0,2L,23.801951712962964,30.058152800179208,26.906736442893173,26.864832275612304,2L
"Arlington Reef",2018,2.0,1U,23.801951712962964,30.058152800179208,26.906736442893173,26.864832275612304,2L
"Arlington Reef",2020,2.0,1U,23.801951712962964,30.058152800179208,26.906736442893173,26.864832275612304,1U
"North East Herald Cay",1997,2.0,2L,24.53458557951482,29.81875790229885,26.908567613129268,26.6025842405914,2L
"North East Herald Cay",1998,2.0,2U,24.53458557951482,29.81875790229885,26.908567613129268,26.6025842405914,2L
"North East Herald Cay",1999,2.0,2U,24.53458557951482,29.81875790229885,26.908567613129268,26.6025842405914,2U
"North East Herald Cay",2000,2.0,2L,24.53458557951482,29.81875790229885,26.908567613129268,26.6025842405914,2U
"North East Herald Cay",2001,2.0,2U,24.53458557951482,29.81875790229885,26.908567613129268,26.6025842405914,2L
"North East Herald Cay",2002,2.0,2L,24.53458557951482,29.81875790229885,26.908567613129268,26.6025842405914,2U
"North East Herald Cay",2003,2.0,2L,24.53458557951482,29.81875790229885,26.908567613129268,26.6025842405914,2L
"North East Herald Cay",2005,2.0,2U,24.645268012422363,29.55308139880952,27.21321305614806,27.39454819892473,2U
"North East Herald Cay",2007,2.0,1U,25.286182930107525,29.88631391129032,27.740841471254157,27.985138112679213,1U
"North East Herald Cay",2011,2.0,1L,25.244740658602154,29.969460488505742,27.403806834416788,27.269881773073475,1L
"North East Herald Cay",2013,2.0,1U,25.244740658602154,29.969460488505742,27.403806834416788,27.269881773073475,1U
"North East Herald Cay",2015,2.0,1U,25.244740658602154,29.969460488505742,27.403806834416788,27.269881773073475,1U
"North East Herald Cay",2017,2.0,2L,25.244740658602154,29.969460488505742,27.403806834416788,27.269881773073475,2L
"North East Herald Cay",2019,2.0,2U,25.244740658602154,29.969460488505742,27.403806834416788,27.269881773073475,2U
"North East Herald Cay",2020,2.0,2L,25.244740658602154,29.969460488505742,27.403806834416788,27.269881773073475,2U
"North East Herald Cay",2021,2.0,3L,25.244740658602154,29.969460488505742,27.403806834416788,27.269881773073475,2L
"Pine Island",1997,2.0,1U,22.27594573045268,29.27571098710317,25.84434354447305,25.852252399566908,1U
"Pine Island",1998,2.0,2L,22.27594573045268,29.27571098710317,25.84434354447305,25.852252399566908,1U
"Pine Island",2000,2.0,2L,22.27594573045268,29.27571098710317,25.84434354447305,25.852252399566908,2L
"Pine Island",2001,2.0,2L,22.27594573045268,29.27571098710317,25.84434354447305,25.852252399566908,2L
"Pine Island",2003,2.0,2L,22.27594573045268,29.27571098710317,25.84434354447305,25.852252399566908,2L
"Pine Island",2004,2.0,2L,22.27594573045268,29.27571098710317,25.84434354447305,25.852252399566908,2L
"Pine Island",2013,2.0,1U,22.27594573045268,29.27571098710317,25.84434354447305,25.852252399566908,1U
"Pine Island",2017,2.0,2L,22.27594573045268,29.27571098710317,25.70757671576129,25.937927365964757,2L
"Pine Island",2021,2.0,1U,21.57955885603345,28.44704751344086,25.31379436088437,25.68022015817901,1U
"Double Cone",1997,2.0,1U,22.57279912528943,29.329828968253967,25.98127865875088,26.035642968563323,1U
"Double Cone",1999,2.0,2L,22.57279912528943,29.329828968253967,25.98127865875088,26.035642968563323,2L
"Double Cone",2000,2.0,2L,22.57279912528943,29.329828968253967,25.98127865875088,26.035642968563323,2L
"Double Cone",2001,2.0,2L,22.57279912528943,29.329828968253967,25.98127865875088,26.035642968563323,2L
"Double Cone",2003,2.0,1U,22.57279912528943,29.329828968253967,25.98127865875088,26.035642968563323,1U
"Double Cone",2004,2.0,2L,22.57279912528943,29.329828968253967,25.98127865875088,26.035642968563323,1U
"Double Cone",2013,2.0,1U,22.57279912528943,29.329828968253967,25.98127865875088,26.035642968563323,1U
"Double Cone",2017,2.0,2L,22.57279912528943,29.329828968253967,25.861049010251264,26.14807394974612,2L
"Double Cone",2021,2.0,1U,22.045814516129035,28.42913707437276,25.525132323061342,25.76056515046296,1U
"Dent Island",1997,2.0,1U,21.61289045698925,28.92484077380952,25.367875549552775,25.240038958333333,1U
"Dent Island",1998,2.0,2L,21.61289045698925,28.92484077380952,25.367875549552775,25.240038958333333,1U
"Dent Island",2000,2.0,2L,21.61289045698925,28.92484077380952,25.367875549552775,25.240038958333333,2L
"Dent Island",2001,2.0,2L,21.61289045698925,28.92484077380952,25.367875549552775,25.240038958333333,2L
"Dent Island",2003,2.0,2L,21.61289045698925,28.92484077380952,25.367875549552775,25.240038958333333,2L
"Dent Island",2004,2.0,2L,21.61289045698925,28.92484077380952,25.367875549552775,25.240038958333333,2L
"Dent Island",2013,2.0,1U,22.01791228070176,28.65399623015873,25.25656260464857,25.279629708034655,1U
"Dent Island",2017,2.0,2L,22.20656377314815,29.26704017857143,25.739308179699986,25.975923658154123,2L
"Dent Island",2021,2.0,1U,21.531441801075268,28.395160730286737,25.28420898424166,25.598689316009555,1U
"NE Lihou Reef (Turtle Islet)",1997,2.0,2L,24.08882298387097,28.38443980654761,26.36690638260109,26.534442345430108,2L
"NE Lihou Reef (Turtle Islet)",1998,2.0,2U,24.08882298387097,28.38443980654761,26.36690638260109,26.534442345430108,2L
"NE Lihou Reef (Turtle Islet)",1999,2.0,2U,24.08882298387097,28.38443980654761,26.36690638260109,26.534442345430108,2U
"NE Lihou Reef (Turtle Islet)",2000,2.0,2U,24.08882298387097,28.38443980654761,26.36690638260109,26.534442345430108,2U
"NE Lihou Reef (Turtle Islet)",2001,2.0,2U,24.08882298387097,28.38443980654761,26.36690638260109,26.534442345430108,2U
"NE Lihou Reef (Turtle Islet)",2002,2.0,2U,24.08882298387097,28.38443980654761,26.36690638260109,26.534442345430108,2U
"NE Lihou Reef (Turtle Islet)",2003,2.0,2U,24.08882298387097,28.38443980654761,26.36690638260109,26.534442345430108,2U
"NE Lihou Reef (Turtle Islet)",2004,2.0,2U,24.08882298387097,28.38443980654761,26.36690638260109,26.534442345430108,2U
"NE Lihou Reef (Turtle Islet)",2005,2.0,2U,24.28191485215054,28.38443980654761,26.45779230873478,26.538574603494627,2U
"NE Lihou Reef (Turtle Islet)",2007,2.0,2U,25.7892186827957,29.72888911290323,27.617266063572217,27.767104277553763,2U
"NE Lihou Reef (Turtle Islet)",2009,2.0,1U,25.5057309811828,30.04099260057471,27.517284514098293,27.076201840277776,1U
"NE Lihou Reef (Turtle Islet)",2011,2.0,1L,25.5057309811828,30.04099260057471,27.517284514098293,27.076201840277776,1L
"NE Lihou Reef (Turtle Islet)",2013,2.0,1L,25.5057309811828,30.04099260057471,27.517284514098293,27.076201840277776,1L
"NE Lihou Reef (Turtle Islet)",2015,2.0,1U,25.5057309811828,30.04099260057471,27.517284514098293,27.076201840277776,1U
"NE Lihou Reef (Turtle Islet)",2017,2.0,2L,25.5057309811828,30.04099260057471,27.517284514098293,27.076201840277776,2L
"NE Lihou Reef (Turtle Islet)",2021,2.0,3U,25.5057309811828,30.04099260057471,27.517284514098293,27.076201840277776,3U
"Dunk Island",1998,3.0,1U,22.00984946236559,29.64864732142857,26.21943479903781,26.901827125,1U
"Dunk Island",2002,3.0,1U,22.00984946236559,29.64864732142857,26.21943479903781,26.901827125,1U
"Dunk Island",2013,3.0,1L,22.27953841845878,30.16118070436508,26.464641268281024,27.19134734206989,1L
"Fitzroy Island",1998,3.0,2U,22.41221303763441,29.37121577380952,26.256176295607176,26.95401976045568,2U
"Fitzroy Island",1999,3.0,1L,22.41221303763441,29.37121577380952,26.256176295607176,26.95401976045568,2U
"Fitzroy Island",2002,3.0,1L,22.41221303763441,29.37121577380952,26.256176295607176,26.95401976045568,1L
"Fitzroy Island",2005,3.0,1U,22.41221303763441,29.37121577380952,26.303427484172275,26.71455785170251,1U
"Fitzroy Island",2006,3.0,1U,23.998260013440863,29.721139880952386,26.76869465274541,26.842013126041454,1U
"Fitzroy Island",2007,3.0,2L,23.53267184139785,30.95147063172043,27.542772245437046,27.721944792786736,1U
"Fitzroy Island",2008,3.0,2U,23.598686693548384,30.73272679597701,27.11423582037207,26.964696055480886,2L
"Fitzroy Island",2009,3.0,3L,22.68743965277778,29.778433512544805,26.736177395211985,26.91393694668459,2U
"Fitzroy Island",2010,3.0,3L,22.68743965277778,29.778433512544805,26.736177395211985,26.91393694668459,3L
"Fitzroy Island",2012,3.0,2U,21.8931619623656,29.7434070881226,26.165302220007835,26.44232424507169,2U
"Fitzroy Island",2017,3.0,2U,23.37404340277778,30.13853767361111,26.81910757717013,26.990725681003582,2U
"Fitzroy Island",2021,3.0,3L,23.467523947132616,29.134836507936512,26.518939104864867,26.978739292114696,3L
"Frankland Islands",1999,3.0,1U,22.601381458966564,30.4563765625,26.849542093373405,27.473480957661295,1U
"Frankland Islands",2002,3.0,1L,22.601381458966564,30.4563765625,26.849542093373405,27.473480957661295,1L
"Frankland Islands",2005,3.0,2L,22.601381458966564,30.4563765625,26.849542093373405,27.473480957661295,2L
"Frankland Islands",2007,3.0,1U,22.707248185483863,30.101855645161287,26.896873676182366,27.267013701836916,1U
"Frankland Islands",2013,3.0,1U,22.58804585573477,30.00976463293652,26.52690023916197,27.09339364882019,1U
"Pandora Reef",1997,3.0,3U,20.70142681451613,29.76391344246032,25.686209758518263,26.057294719235365,3U
"Pandora Reef",1998,3.0,2L,20.70142681451613,29.76391344246032,25.686209758518263,26.057294719235365,3U
"Pandora Reef",1999,3.0,1L,20.70142681451613,29.76391344246032,25.686209758518263,26.057294719235365,2L
"Pandora Reef",2000,3.0,1L,20.70142681451613,29.76391344246032,25.686209758518263,26.057294719235365,1L
"Pandora Reef",2001,3.0,1L,20.70142681451613,29.76391344246032,25.686209758518263,26.057294719235365,1L
"Pandora Reef",2002,3.0,1L,20.70142681451613,29.76391344246032,25.686209758518263,26.057294719235365,1L
"Pandora Reef",2003,3.0,1L,20.70142681451613,29.76391344246032,25.686209758518263,26.057294719235365,1L
"Pandora Reef",2005,3.0,1U,20.70142681451613,29.76391344246032,25.686209758518263,26.057294719235365,1U
"Pandora Reef",2006,3.0,1L,20.70142681451613,29.76391344246032,25.686209758518263,26.057294719235365,1U
"Pandora Reef",2007,3.0,1L,20.70142681451613,29.76391344246032,25.686209758518263,26.057294719235365,1L
"Pandora Reef",2008,3.0,1U,20.70142681451613,29.76391344246032,25.686209758518263,26.057294719235365,1L
"Pandora Reef",2009,3.0,1L,20.70142681451613,29.76391344246032,25.686209758518263,26.057294719235365,1U
"Pandora Reef",2011,3.0,1L,20.70142681451613,29.76391344246032,25.686209758518263,26.057294719235365,1L
"Pandora Reef",2013,3.0,1L,21.763811491935485,29.76391344246032,26.184487818858113,26.889460053016723,1L
"Pandora Reef",2017,3.0,2U,21.64042986111111,29.936740972222225,26.72280946960349,27.60274731518817,2U
"Chicken Reef",1997,3.0,2L,24.425803631472764,28.213869047619045,26.651240667712347,27.062410405108963,2L
"Chicken Reef",1998,3.0,2U,24.425803631472764,28.781711309523807,26.85654702936031,27.062410405108963,2L
"Chicken Reef",1999,3.0,2L,23.153030913978498,28.781711309523807,26.089799059916587,26.06720049283154,2U
"Chicken Reef",2000,3.0,2L,24.12998653198653,28.712630800269,26.49575478710463,26.579166301169593,2L
"Chicken Reef",2001,3.0,2L,24.12998653198653,29.31292615740741,26.81121844535811,27.023832804048546,2L
"Chicken Reef",2002,3.0,2L,23.50469616935484,29.31292615740741,26.294074465834026,26.195814867039637,2L
"Chicken Reef",2003,3.0,2L,23.827399193548384,28.626663169642857,26.255011638485232,25.994307941308247,2L
"Chicken Reef",2004,3.0,1U,23.51092338709677,28.89675431034483,26.35578314471201,26.38791963848304,2L
"Chicken Reef",2005,3.0,1U,23.51092338709677,28.976834821428568,26.408055587654015,26.570961134784845,1U
"Chicken Reef",2006,3.0,1U,23.4884495967742,28.976834821428568,26.13777566255251,26.15611811463237,1U
"Chicken Reef",2007,3.0,1U,24.42550302419355,29.544798655913976,26.973364438761703,26.89784030689964,1U
"Chicken Reef",2008,3.0,1U,23.84178487903226,29.910321438172044,27.004912393715504,27.078624818548388,1U
"Chicken Reef",2009,3.0,2L,24.44695333333334,29.57637540322581,26.712548816278527,26.09517446236559,1U
"Chicken Reef",2010,3.0,1U,24.44695333333334,28.656793548387096,26.370533295026203,26.09517446236559,2L
"Chicken Reef",2011,3.0,1L,24.44695333333334,28.656793548387096,26.370533295026203,26.09517446236559,1U
"Chicken Reef",2012,3.0,1L,24.44695333333334,28.656793548387096,26.370533295026203,26.09517446236559,1L
"Chicken Reef",2013,3.0,1L,24.44695333333334,28.656793548387096,26.370533295026203,26.09517446236559,1L
"Chicken Reef",2014,3.0,1L,24.44695333333334,28.656793548387096,26.370533295026203,26.09517446236559,1L
"Chicken Reef",2015,3.0,1U,24.44695333333334,28.656793548387096,26.370533295026203,26.09517446236559,1L
"Chicken Reef",2016,3.0,2L,24.44695333333334,28.656793548387096,26.370533295026203,26.09517446236559,1U
"Chicken Reef",2017,3.0,2L,24.44695333333334,28.656793548387096,26.370533295026203,26.09517446236559,2L
"Chicken Reef",2018,3.0,2L,23.83277659050179,28.656793548387096,26.21264327386929,26.152268434711736,2L
"Chicken Reef",2020,3.0,2L,24.00282594086021,29.54445574712644,26.582213594406596,26.523983984094983,2L
"Chicken Reef",2021,3.0,2U,24.00282594086021,28.49810758928572,26.4428711676004,26.523983984094983,2L
"Mermaid Reef",1998,3.0,3U,24.75415454749104,31.20846557459677,27.97319233653924,27.91751021046147,3U
"Mermaid Reef",2003,3.0,4U,24.75415454749104,31.20846557459677,27.97319233653924,27.91751021046147,4U
"Flinders Reef",2002,3.0,3L,24.59080067204301,28.585472668650795,26.508073021463883,26.227835334013104,3L
"Comets Hole",1997,3.0,2L,18.963697356630824,24.64822191091954,21.3203952361854,20.480503766835017,2L
"Comets Hole",1998,3.0,2U,18.963697356630824,24.64822191091954,21.3203952361854,20.480503766835017,2L
"Comets Hole",1999,3.0,3U,18.963697356630824,24.64822191091954,21.3203952361854,20.480503766835017,2U
"Comets Hole",2000,3.0,4L,18.963697356630824,24.64822191091954,21.3203952361854,20.480503766835017,3U
"Comets Hole",2001,3.0,3U,18.963697356630824,24.64822191091954,21.3203952361854,20.480503766835017,4L
"Comets Hole",2002,3.0,4L,18.963697356630824,24.64822191091954,21.3203952361854,20.480503766835017,3U
"Comets Hole",2003,3.0,4L,18.963697356630824,24.64822191091954,21.3203952361854,20.480503766835017,4L
"Comets Hole",2004,3.0,4L,18.963697356630824,24.64822191091954,21.3203952361854,20.480503766835017,4L
