site,site_id,subsite,subsite_id,depth,parameter,lat,lon,gbrmpa_reef_id,REEF_NAME,REEF_ID,REEF_lat,REEF_lon,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12
Woiz Reef,2304,WOIZFL1,10935,2.0,Water Temperature,-10.1744,143.2264,,UGAR,00089S,-9.5075,143.544833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.08951486338798,27.977762708333334,29.184254771505376,29.499410215053764,29.84109456845238,28.97350085125448,29.04837974537037,28.29058127240144,26.90961240740741,26.03667847222222,25.587326052867382,26.00047629629629,27.074898073476703,28.51855944444444,29.294765372168285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.577899260523324,29.73959697580645,29.020330456349207,29.72239816308244,29.02804796296296,27.490056093189967,26.12155601851852,25.538189471326163,25.53874829749104,25.652758449074074,26.69225392025089,28.349765023148148,30.072359789426525,29.2495123655914,29.030707638888888,29.24351229838709,28.832180370370374,27.610114717741936,26.369593657407407,25.619558848566307,25.145170295698925,25.23119020833333,26.089502486559137,27.32647053240741,29.265654681899644,30.3517645609319,29.94475227490421,29.599369265232973,29.062885416666667,27.74965564516129,26.606701435185183,25.729559834229388,26.09166220878136,25.86243483796296,26.73189903673835,28.314796921296296,29.784521236559137,29.907754189068104,28.98211966765873,29.14087551523297,29.045796342592595,27.797226411290325,26.690416550925928,26.66080777329749,26.28317146057348,26.17395907407408,27.72788172043011,29.13333648148148,30.21880179211469
Gnaraloo Bay,2403,GNARFL1,11977,2.0,Water Temperature,-23.7648,113.5439,,PELICAN ISLAND REEF(13107),13107S,-13.916667,143.841667,,,1U,,,2U,,,2U,,,,,,,,,,,,3L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.22088016304348,26.43437446236559,27.12405490900383,27.633597670250897,25.8516375,24.804624120603016,23.192028472222223,21.210457594086023,21.12204106182796,21.79270375,22.79051182795699,23.247523125000004,24.798910128012047,27.12238420698925,27.98307183779762,26.34283128360215,26.250413263888888,24.20459495967742,22.197997415123456,21.26388299731183,21.08944250672043,21.42489152777778,22.211554603494623,24.08834673611111,24.858134637964778,25.20226391129032,25.75239155505953,25.203175268817205,25.57898291666667,24.867953022269354,23.424081666666662,22.24238585349462,22.61612368951613,23.00514434027778,22.54312409274193,22.966202673611107,23.80440833333333,24.820642943548386,25.260310974702385,26.42234754704301,25.8445825,24.091075504032258,23.43189145715752,21.71095781430219,21.93757123655914,21.76271333333333,23.07087641129032,23.462318573943666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-131 Reef,2560,19131FL1,12195,2.0,Water Temperature,-19.7641,149.3786,19-131,19131S,19131S,-19.766667,149.366667,,3L,2U,3L,2L,2L,1U,2L,2L,2U,1U,2L,2L,2L,2L,,2L,2L,2L,,2L,,2L,,2U,,2L,,2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.832349753694583,28.857660685483868,27.12444314814815,25.42018938172043,23.87723518518518,23.620097110215056,23.564122647849462,24.12323090277777,25.475938284050184,25.993598819444447,27.10088772401434,27.907243369175628,27.92687395833333,27.59257408154122,26.41416851851852,24.92615667562724,23.117515277777777,22.35908284050179,22.632747132616487,23.285948148148147,24.427450560035844,26.089617083333334,26.90199204749104,26.777706003584232,26.942787202380952,27.00221583781362,26.354247701149426,25.566470922939068,23.767975486111112,22.68080038082437,22.564616599462365,23.089504976851856,24.644214000896056,26.084958657407405,27.484791397849463,28.39603991935484,29.398103472222218,28.428451433691755,27.543424328703704,25.64102956989248,24.053695277777777,22.92520103046595,22.953294265232977,23.577108287037035,25.01589852150537,26.46551002314815,27.738829793906813,27.99277999551971,28.41888276699029,,,,,,,,,,
St Crispin Reef,2689,STCRISPFL1,12420,2.0,Water Temperature,-16.0733,145.8438,16-019,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,,2L,2L,1U,2U,2U,2L,3L,3L,3L,2L/2U,2U,3L,2L,2U,2L,2L,2U,2L,1U,1U,1U,1U,2L,1U,2L,2L,2U,3L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.50492624456259,28.03570907407408,26.5183269937276,25.274578796296296,24.50227137096774,24.586245542114696,25.182481550925925,25.164362275985663,26.902481157407404,27.957394827586207,28.8372541218638,29.847143127394634,29.75621440412186,28.412917523148145,27.614828427419354,26.73903949074074,25.93112329749104,25.09176196236559,25.4559531884058,,,,,,,,,,,,,,,28.50698790361446,28.71556816756273,29.05358224206349,28.515849327956992,27.60933576388889,25.97666771953405,24.5468382175926,24.396477710573475,24.6765500672043,25.171738194444444,25.834407056451614,27.40144539351852,28.474842271505374,28.45442302867384,29.10665258554155,28.752110349462367,27.68143324074074,26.302034610215053,24.81864074074074,23.775091957885305,23.810080197132617,24.510862800925928,25.841121287367404,27.21383748488513,28.27856511164273,28.953460349462365,29.642748156130267,29.029458691756275,28.231884120370367,26.419377665770607,25.190587685185186,24.94276413530466,24.95155358422939,25.391155694444446,26.05020763888889,27.424630046296297,28.69068472222222,29.571536392405065,,,,,,,,,,,
Feather Reef,2693,FEATHFL1,12516,2.0,Water Temperature,-17.519,146.3887,17-034,FEATHER REEF,17034S,-17.533333,146.383333,,2U,2L,2U,2L,2L,2L,1U,1L,1L,1L,1U,1U,1U,1L,1L,1U,,,1U,,2L,2U,2U,2U,1L,1L,1L,1U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0731098265896,28.269811491935485,27.39992203703704,25.57802836021505,23.87599678240741,23.75294852150537,24.082652374551973,24.973277430555555,26.190733221326163,27.64533141203704,28.202345519713266,28.484795855734767,28.898580803571427,28.63939021057348,27.230066458333333,25.7891811827957,23.838825046296297,22.96031686827957,23.00994327956989,23.89215615740741,25.45131991487456,26.96269902777778,28.03306814516129,29.25372340949821,29.917725669642856,28.86493846326165,28.082044050925923,25.80343205645161,24.39648918981481,23.81397302867384,23.995447759856628,24.77377141203704,26.02112782258064,27.596483541666668,28.94728803763441,28.82779661738351,29.16455954861111,28.546547535842294,27.42161803240741,25.777559027777777,24.459880023148145,24.63444455645161,24.33459641577061,24.37639699074074,26.86869130824373,28.089937754629627,29.316320362903227
Grub Reef,2708,GRUBFL1,12555,2.0,Water Temperature,-18.6214,147.433,18-077,GRUB REEF(18077),18077S,-18.633333,147.425,,,,,,,,,,2L,1U,,,1L,,1U,,,,1L,,1L,,1U,,1U,,1U/2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.78087425742574,25.47407515681004,23.813973263888887,23.003011895161293,23.24170983422939,24.52178273148148,25.29785752688172,26.6722425,27.647153741039425,28.355028539426524,28.25295220734127,28.126340860215056,27.248181111111112,25.823230577956988,24.55165060185185,23.79891594982079,24.27153463261649,24.773356250000003,26.09747211021505,26.821501689814816,27.65952822580645,28.372112275985664,28.106810317460315,27.460204928315413,27.103039460093896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.88569892650702,25.59514390681004,23.93633569444445,23.77353472222222,24.08597251344086,24.63391849537037,25.67654993279569,27.05738113425926,27.751088620071684,28.075466554659496,28.3212867311508,28.148965860215057,27.166974675925925,25.900502688172047,24.29973525462963,23.150253472222225,23.180245810931904,23.765500347222225,25.169859968638,26.33640736111111,27.584241442652328,28.663542517921147,29.535570522030653,28.389582168458784,27.74742997685185,26.02399975358423,24.899648381877025,,,,,,,,,,,,,,,,,,
Bedarra Island,3020,BDRAFL1,13595,2.0,Water Temperature,-18.0094,146.148,18-001,JESSIE-KENT REEF,17043A,-17.676667,146.175,,,1L,,,1U,,,,1U,,,,,,,,,,,1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.65626876244665,22.963004749103945,25.15132453703704,26.99223590949821,28.11303657407408,29.47694495967742,30.163158310931905,29.990325421626984,30.146020945340503,27.42840918981481,24.93946553293413,22.72767958333333,23.17456601702509,23.788389538530463,24.960867592592592,26.82711783154122,27.544793425925924,29.415150403225805,29.132080017921144,28.95086547619048,28.177544063620072,27.39048599537037,24.9641682123656,22.994333049645387,,,,,,,,,,,,22.433103637381087,22.0802355062724,22.239002307347672,23.758049699074075,25.721411357526883,27.610328217592592,28.553263888888885,29.95385501792115,29.97851065613027,29.13084583333333,28.083397129629628,24.91230794732062,23.147990108593014,22.31235905017921,23.043327665770608,23.991041180555555,26.121277576164875,27.906989953703704,29.42756234318996,28.761792876344085,29.21064670138889,28.67858595430108,27.25065550925926,25.075213530465952,23.512925421940928,,,,,,
Repulse,3140,REPUSL1,13955,2.0,Water Temperature,-20.5779,148.8625,20-095,BORDER ISLAND REEF (NO 1),20067A,-20.175,149.025,,,2L,2L,1U,2L,,2L,2L,,2L,2L,,,,,,,,,1U,,,,2L,,,,1U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.494426156462584,21.40685201612903,23.229197638888888,23.91122976919453,26.59276692129629,28.092382907706096,28.30513818565401,,,,,,,,,,,,,,,,,,,,23.76664525504152,25.835759072580647,26.353297152777778,27.918338149641578,28.51766562874252,28.23723149801588,27.70747900985663,25.833972453703705,23.75663476702509,21.34166467065868,20.99118940412186,21.809281070788533,23.192883310185184,24.926615031362008,27.077708912037032,27.544962051971325,27.43679498183469,27.41804146403242,27.90313803763441,26.218462175925925,23.80270527777777,21.246544027777777,20.6390980062724,21.083752464157705,22.47953226347305,24.72670656362007,26.37930914351852,28.13455689964158,28.93824944444444,30.182484602490423,28.31334563172043,27.16993141203704,23.836230309139783,21.7289930316092,20.648794937275987,21.63415400985664,22.655390254629623,24.72824078703704,26.637341203703706,27.98240071684588,27.554992876344087,28.29818768656716,,,,,,,,,,
Manning Island,3321,MANNINGFL1,14236,2.0,Water Temperature,-23.854,151.3533,,MAST HEAD REEF,23069S,-23.541667,151.733333,,,,,,,,,,,,,,2L,,2L,,2L,,2L,,2L,,,,,,3L,2U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.67904554054054,20.688211064814816,20.64736214157706,21.41850262096774,22.802540462962963,25.07835591397849,24.94256474537037,27.59199054659498,28.654239224910395,27.539198536706348,26.899208042114697,25.07053909722222,22.176117504051867,19.77060055555556,19.62902609767025,20.10046541218638,21.89280912037037,24.62087013888889,26.26720856481481,26.632708288530463,27.24983886648745,27.532940724206348,27.392906429211468,24.659969389221555,22.361944444444443,19.764060185185183,19.311713709677417,19.829522849462364,22.059326388888888,24.30593664874552,26.176369212962964,27.9685622983871,28.41436523297491,29.479501340996173,26.57511066308244,26.004372294061305,21.845031227598568,20.18791701388889,18.95050138888889,19.942081854838708,22.033313472222225,24.41734007616488,26.355,27.59844702060932,27.246761200716847,27.579330109126985,27.498653718638,24.63536493055556,22.63282177419355,,,,,,,
Seal Rocks North,3322,SEALFL1,14237,2.0,Water Temperature,-23.9583,151.4849,,MAST HEAD REEF,23069S,-23.541667,151.733333,,,,,,,,,,,,,,2L,,2L,,2L,,2L,,2L,,,,,,3L,2U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.72465625,20.633779999999994,20.67375,21.80803225806452,22.72262333333333,24.75593225806452,24.54032,27.597476666666672,28.97839677419355,27.62323571428572,26.56141935483871,24.78536551724137,22.29570191752036,20.09548523148148,19.79830351702509,20.09340891577061,21.804086203703704,24.50783664874552,26.036161597222225,26.653946908602155,27.29782793458781,27.61289030257937,27.54982130376344,24.82344722222222,22.58593864247312,20.23096606481481,19.57659359318996,19.91656086469534,22.03212324074073,24.070376545698924,26.072402222222223,27.82961106630824,28.32731400089606,29.519516522988507,26.60229359318997,25.96174621647509,22.246603158602152,20.634675462962964,19.352942002688174,20.0726855062724,22.02847851851852,24.332158221326164,26.21598416666667,27.53222099014337,27.11025143369176,27.498961904761902,27.424018212365592,24.7449843287037,23.08215994623656,,,,,,,
Davies Reef,4,DAVFL1,2629,2.0,Water Temperature,-18.8065,147.6688,18-096,DAVIES REEF,18096S,-18.825,147.641667,2,2U,2U,2U,2U,3L,3L,2U,2L,2U,2U,2U,2U,,2L,,2U,,1U,,1U,,2L,,2U,,3L,,3L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.82492530612245,27.684768817204297,28.465347110215056,28.59955424107143,28.301809901433693,27.42926844907408,26.14058329787234,,,,,,,,,,,,,,,,,,,,,,,,25.85448597997139,24.75531240740741,23.767301713709674,23.79730592517921,24.538897129629632,24.817462432795704,26.58707209490741,27.782111917562727,28.500870307296395,29.12910510928248,29.08264706002172,28.05177368055556,27.117518033154123,25.918029560185182,24.88672820340502,24.15907600806452,25.08883710648148,26.54059708781362,27.329364166666664,28.22258664874552,29.11139545250896,29.11805481150794,29.20788832885305,27.543050740740743,25.67149506586826,24.367094560185183,24.141123991935487,24.370338933691755,24.83141738425926,25.939869444444444,26.596739097222223,28.035937903225808,28.53844260752688,28.56802743055556,28.168431339605736,27.11614847222222,25.54748888888889,23.92368381944444,23.655237119175627,23.8853311155914,24.48464388888889,25.548739336917563,27.04678083333333,27.77573980734767,28.04873720878136,28.24860059523809,28.137673835125447,27.16650921296296,25.90182206541219,24.62547597087379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningaloo Reef,8,14MLELGER,9912,2.0,Water Temperature,-23.2805,113.7887,,FIFE REEF,13081S,-13.658333,143.725,,,2L,,,3L,,,3U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.06710281593407,22.6443970205544,24.01198921370968,25.26185309027778,26.617268884408603,28.59566740591398,28.24627038770053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.88636601374571,28.30565862455197,25.58203231481481,22.54002927867384,20.22589233618893,20.23946317204301,19.751371684587813,20.85782891203704,22.899010416666663,23.17030733796296,24.83355945340502,25.84724289874552,26.86534903846153,27.818946796594982,26.787380625,25.37625595878136,23.56157247685185,22.78892356630824,22.025295407706093,22.767416759259262,23.234174126344083,24.449039398148148,26.092989404121862,26.3591022625448,25.66897888418079,26.10331825716846,25.819444166666667,24.8316874327957,24.167096041666667,23.22092168458781,22.40056733870968,22.25780497685185,22.36606635304659,23.29920826388889,25.039731093189964,26.720527195340505,26.2959584280303,,,,,,,,,,
Cattle Bay,856,CBFL4,4017,2.0,Water Temperature,-18.5691,146.4823,18-049,FANTOME (EUMILLI) ISLAND REEF,18053S,-18.675,146.516667,,,,1U,2L,2U,,1L,1L,,1L,,,,1L/1U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.739787823129248,26.20792883064516,26.726929444444444,28.46791850358424,29.364059139784946,28.853293353174603,28.162626606875936,,,22.304943861209964,21.581083714157707,21.9048853718638,22.82559569444444,24.958854099462364,27.1454506712963,28.60521474014337,29.03555698924731,29.73279674329502,28.52206460573477,27.18850231481481,24.991855958781365,22.43214682352941,21.07129296594982,21.64295961021505,23.87752539351852,25.12935813172043,26.957931712962964,28.31258353494624,29.117397065412185,29.658653571428573,28.834020228494627,26.96186078703704,25.16499744623656,23.3897625,22.194388127240146,22.863168548387097,24.24541368055556,26.535405309139783,27.692395416666667,28.37692999551972,29.03639742383513,28.28190763888889,27.832724507168457,27.410434375,25.496555138888887,23.394627569444445,21.914641599462367,22.39559312275985,23.87007965277778,25.594528382616485,27.00194766203704,28.54128859767025,29.26457874103943,29.10976222718254,29.265356720430105,28.327314212962964,25.98399724462365,23.73462495808383,22.48656778673835,23.026575828853044,24.51711293981481,24.772328293010755,27.012581435185187,28.76880257616487,29.50913382616488,29.3871063697318,29.154633646953403,27.92294184431138,26.51310889336918,25.18585200892857,23.752720049283155,22.97708438620072,24.40103761574074,26.43240954301076,27.60289983796296,28.809363127240143,29.822732638888883,29.84144295634921,29.84156774193548,27.42241912037037,25.074263640718563,23.16082722222222,22.9469248655914,23.718667674731183,24.89032622685185,26.37231017025089,26.93326708333333,28.72584668458781,28.89826301523297,28.75865726686508,28.108047491039425,27.1609707175926,25.10536561704098,22.987626180555555,22.75055163530466,23.61524997759857,24.61732527777778,25.866069914874554,27.74307960648148,28.20807741935484,28.17848553868402,28.17443234126984,28.608908702956988,27.235364583333336,24.956593887289184,22.79342106481481,22.143502217741936,22.16048000298686,23.492301826998983,25.2957252688172,26.86342234953704,28.06454171146953,29.459461559139783,29.54073977490421,29.00312141577061,27.99190599455041,25.17976193996416,23.398917384259256,22.546127217741937,23.08294390681004,23.60993511574074,25.72682540322581,27.44646219907408,28.88085347222222,28.579507706093192,28.96985580357143,28.564567025089605,27.35377550925926,25.68040402869757,,,,,,,
Raine Island,857,RAIFL1,2681,2.0,Water Temperature,-11.5897,144.0311,11-243,RAINE REEF,11243S,-11.6,144.025,,,3U,,,3U,,,,,,,,,,,,,,,,,,,,,,,,28.7574059139785,28.56863095238096,27.37977822580645,26.68173611111111,25.70744781144781,25.537204450625868,24.90668236877524,24.513813046402152,24.843388888888885,25.10256198347108,,27.708385269121816,28.2363373655914,28.781086309523808,28.2433870967742,27.73868055555556,27.47595430107527,26.316189151599445,25.608332212508408,25.58162071284465,26.24360083740404,27.09232526881721,28.06505830903789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.91587104072397,28.288602150537635,28.775168010752687,29.00176339285714,28.24010752688172,27.91373611111111,27.09206989247312,26.310125000000003,25.43519236111111,24.962349462365587,25.12658055555556,25.90201747311828,26.46733958333333,27.888879032258068,28.643839381720426,28.74454597701149,28.62178225806452,27.49854513888889,26.865041778975737,25.82106388888889,24.90799462365592,24.6469247311828,24.774710416666665,25.41873974445192,26.412267142857143,,,,,,,,,,,,,,,,,,,,,,,,26.21984521276596,27.54309206989248,28.67613481182796,28.643546651785712,28.951736895161293,27.74343506944445,27.03755739247312,26.55741503021148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5376558988764,28.106336021505378,28.37511335125448,28.920409623015875,28.894031944444446,28.38857298611111,27.46179050179212,26.80845391203704,26.081018951612904,26.09190672043011,26.42669719907408,27.325485573476705,27.84439238425925,28.973757302867387,28.48512063172043,28.449867906746032,28.509373499103944,27.64619902777778,26.377245362903228,25.319912037037035,24.238794086021507,24.0128311155914,24.65378826388889,26.12225751173709,,,,,,,,,,,,,27.19406806569343,27.609632795698925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
